,company,name,year,Price,kms_driven,fuel_type
426,Mahindra,Mahindra Scorpio S10,2015,900000,97200,Diesel
427,Ford,Ford Figo Duratorq,2012,250000,99000,Diesel
428,Maruti,Maruti Suzuki Wagon,2018,395000,25500,Petrol
429,Mahindra,Mahindra Logan Diesel,2009,130000,66000,Petrol
430,Tata,Tata Nano GenX,2010,32000,44005,Petrol
431,Mahindra,Mahindra TUV300 T4,2016,540000,35000,Diesel
432,Mahindra,Mahindra TUV300 T4,2016,540000,35000,Diesel
433,Hyundai,Hyundai Elite i20,2015,405000,28000,Petrol
434,Hyundai,Hyundai Elite i20,2015,400000,30000,Petrol
435,Honda,Honda City SV,2017,760000,4000,Petrol
436,Maruti,Maruti Suzuki Baleno,2016,500000,28000,Petrol
437,Ford,Ford Figo Petrol,2011,175000,75000,Petrol
438,Mahindra,Mahindra Scorpio S10,2015,900000,97200,Diesel
439,Honda,Honda City,2017,750000,3000,Petrol
440,Hyundai,Hyundai Elite i20,2015,419000,20000,Petrol
441,Maruti,Maruti Suzuki Versa,2004,90000,50000,Petrol
442,Hyundai,Hyundai Eon Era,2018,140000,2110,Petrol
443,Mitsubishi,Mitsubishi Pajero Sport,2015,1540000,43222,Petrol
444,Hyundai,Hyundai i10 Magna,2008,275000,100200,Petrol
445,Toyota,Toyota Corolla H2,2003,150000,100000,Petrol
446,Maruti,Maruti Suzuki Swift,2011,230000,65,Petrol
447,Tata,Tata Indigo CS,2015,123000,100000,Diesel
448,Mahindra,Mahindra Scorpio S10,2015,900000,97200,Diesel
449,Mahindra,Mahindra Scorpio S10,2015,900000,97200,Diesel
450,Hyundai,Hyundai Xcent Base,2016,300000,140000,Diesel
451,Honda,Honda City,2015,499999,55000,Petrol
452,Hyundai,Hyundai Accent Executive,2009,165000,48000,Petrol
453,Maruti,Maruti Suzuki Baleno,2016,498000,22000,Petrol
454,Tata,Tata Zest XE,2018,480000,103553,Diesel
455,Maruti,Maruti Suzuki Dzire,2017,488000,80000,Diesel
456,Tata,Tata Sumo Gold,2014,250000,99000,Diesel
457,Toyota,Toyota Corolla Altis,2010,220000,58000,Petrol
458,Maruti,Maruti Suzuki Eeco,2013,290000,70000,LPG
459,Toyota,Toyota Fortuner 3.0,2015,1525000,120000,Diesel
460,Mahindra,Mahindra XUV500 W6,2013,548900,49800,Diesel
461,Tata,Tata Tigor Revotron,2019,650000,100,Diesel
462,Maruti,Maruti Suzuki 800,2001,55000,81876,Petrol
463,Maruti,Maruti Suzuki Ertiga,2015,550000,75000,Petrol
464,Maruti,Maruti Suzuki Versa,2004,90000,50000,Petrol
465,Honda,Honda Mobilio S,2014,399000,44000,Diesel
466,Maruti,Maruti Suzuki Ertiga,2016,730000,55000,Diesel
467,Maruti,Maruti Suzuki Vitara,2017,725000,36000,Diesel
468,Hyundai,Hyundai Verna 1.6,2016,195000,56000,Diesel
469,Maruti,Maruti Suzuki Swift,2007,130000,62000,Petrol
470,Toyota,Toyota Fortuner 3.0,2015,1525000,120000,Diesel
471,Maruti,Maruti Suzuki Omni,2014,190000,6020,Petrol
472,Honda,Honda Amaze,2013,250000,55700,Diesel
473,Tata,Tata Indica,2005,80000,42000,Petrol
474,Hyundai,Hyundai Santro Xing,2003,120000,50000,Petrol
475,Maruti,Maruti Suzuki Zen,2010,149000,35000,Petrol
476,Maruti,Maruti Suzuki Wagon,2014,250000,18500,Petrol
477,Maruti,Maruti Suzuki Wagon,2007,120000,7000,Petrol
478,Honda,Honda Brio VX,2017,450000,11000,Petrol
479,Maruti,Maruti Suzuki Zen,2003,99999,53000,Petrol
480,Maruti,Maruti Suzuki Zen,2008,135000,23000,Petrol
481,Maruti,Maruti Suzuki Wagon,2016,225000,35500,Diesel
482,Maruti,Maruti Suzuki Alto,2010,99000,22134,Petrol
483,Renault,Renault Kwid RXT,2019,370000,1000,Petrol
484,Tata,Tata Nano Lx,2010,52000,9000,Petrol
485,Jaguar,Jaguar XE XE,2016,2800000,8500,Petrol
486,Hyundai,Hyundai Eon Magna,2014,190000,35000,Petrol
487,Honda,Honda City 1.5,2014,499000,22000,Petrol
488,Hindustan,Hindustan Motors Ambassador,2002,90000,25000,Diesel
489,Maruti,Maruti Suzuki Ritz,2010,149000,40000,Petrol
490,Hyundai,Hyundai Grand i10,2017,400000,20000,Petrol
491,Hyundai,Hyundai Eon D,2016,120000,87000,Petrol
492,Maruti,Maruti Suzuki Swift,2015,250000,55000,Petrol
493,Maruti,Maruti Suzuki Wagon,2017,375000,23000,Petrol
494,Honda,Honda Amaze 1.2,2014,381000,6000,Petrol
495,Maruti,Maruti Suzuki Estilo,2013,180000,65000,Petrol
496,Maruti,Maruti Suzuki Vitara,2016,580000,25000,Diesel
497,Maruti,Maruti Suzuki Eeco,2015,278000,39000,Petrol
498,Hyundai,Hyundai Creta 1.6,2016,1000000,8000,Petrol
499,Mahindra,Mahindra Scorpio Vlx,2013,690000,75000,Diesel
500,Maruti,Maruti Suzuki Ertiga,2012,480000,51000,Diesel
501,Mitsubishi,Mitsubishi Lancer 1.8,2006,85000,50000,Petrol
502,Maruti,Maruti Suzuki Maruti,2001,40000,75000,Petrol
503,Maruti,Maruti Suzuki Alto,2015,90000,55800,Petrol
504,Hyundai,Hyundai Grand i10,2015,340000,53000,Petrol
505,Hyundai,Hyundai Eon D,2018,260000,25000,Petrol
506,Ford,Ford Fiesta SXi,2009,250000,56400,Petrol
507,Maruti,Maruti Suzuki Ritz,2010,180000,72160,Diesel
508,Hyundai,Hyundai Verna Fluidic,2012,350000,10000,Diesel
509,Maruti,Maruti Suzuki Wagon,2006,90001,48000,Petrol
510,Maruti,Maruti Suzuki Estilo,2007,115000,36000,Petrol
511,Audi,Audi A6 2.0,2012,1599000,11500,Diesel
512,Maruti,Maruti Suzuki Wagon,2003,130000,133000,Petrol
513,Maruti,Maruti Suzuki Wagon,2009,159000,27000,Petrol
514,Maruti,Maruti Suzuki Wagon,2009,160000,35000,Petrol
515,Maruti,Maruti Suzuki Alto,2010,110000,55000,Petrol
516,Maruti,Maruti Suzuki Baleno,2016,425000,40000,Petrol
517,Hyundai,Hyundai Verna 1.6,2019,900000,2000,Petrol
518,Maruti,Maruti Suzuki Swift,2009,150000,45000,Petrol
519,Hyundai,Hyundai Getz Prime,2009,110000,20000,Petrol
520,Hyundai,Hyundai Santro,2000,51999,88000,Petrol
521,Hyundai,Hyundai Getz Prime,2009,115000,20000,Petrol
522,Chevrolet,Chevrolet Beat PS,2012,215000,65422,Diesel
523,Ford,Ford EcoSport Trend,2017,580000,10000,Petrol
524,Maruti,Maruti Suzuki Dzire,2013,380000,35000,Petrol
525,Hyundai,Hyundai Fluidic Verna,2013,350000,117000,Diesel
526,Tata,Tata Indica V2,2005,35000,150000,Diesel
527,BMW,BMW X1 xDrive20d,2011,1150000,72000,Diesel
528,Hyundai,Hyundai i20 Asta,2010,300000,10750,Petrol
529,Honda,Honda City 1.5,2009,269000,55000,Petrol
530,Tata,Tata Nano,2013,60000,6800,Petrol
531,Chevrolet,Chevrolet Cruze LTZ,2014,400000,41000,Diesel
532,Hyundai,Hyundai Verna Fluidic,2015,430000,73000,Diesel
533,Maruti,Maruti Suzuki Swift,2011,140000,65000,Diesel
534,Mahindra,Mahindra XUV500 W10,2018,1299000,40000,Diesel
535,Maruti,Maruti Suzuki Alto,2014,199000,37000,Petrol
536,Hyundai,Hyundai Accent GLE,2006,90000,55000,Petrol
537,Force,Force Motors One,2013,550000,140000,Diesel
538,Maruti,Maruti Suzuki Alto,2019,265000,9800,Petrol
539,Chevrolet,Chevrolet Spark 1.0,2011,100000,27000,Petrol
540,Hyundai,Hyundai i10,2009,215000,27000,Petrol
541,Toyota,Toyota Etios Liva,2012,380000,20000,Diesel
542,Renault,Renault Duster 85PS,2013,401919,57923,Diesel
543,Chevrolet,Chevrolet Enjoy,2014,490000,30201,Diesel
544,Maruti,Maruti Suzuki Alto,2017,280000,6200,Petrol
545,BMW,BMW 5 Series,2009,650000,37518,Petrol
546,Toyota,Toyota Etios Liva,2014,160000,24652,Petrol
547,Mahindra,Mahindra Jeep MM,2004,424000,383,Diesel
548,Chevrolet,Chevrolet Beat LS,2016,225000,95000,Diesel
549,Chevrolet,Chevrolet Cruze LTZ,2011,350000,35000,Diesel
550,Jeep,Jeep Wrangler Unlimited,2015,950000,3528,Diesel
551,Maruti,Maruti Suzuki Ertiga,2013,485000,52500,Diesel
552,Hyundai,Hyundai Verna VGT,2010,205000,47900,Diesel
553,Maruti,Maruti Suzuki Omni,2012,160000,14000,Petrol
554,Maruti,Maruti Suzuki Celerio,2018,310000,37000,Petrol
555,Tata,Tata Zest Quadrajet,2017,180000,90000,Diesel
556,Mahindra,Mahindra XUV500 W6,2013,549900,52800,Diesel
557,Tata,Tata Indigo CS,2016,150000,104000,Diesel
558,Hyundai,Hyundai i10 Era,2011,175000,30000,Petrol
559,Tata,Tata Indigo eCS,2014,95000,195000,Diesel
560,Tata,Tata Indigo LX,2016,230000,104000,Diesel
561,Tata,Tata Indigo eCS,2016,230000,104000,Diesel
562,Tata,Tata Indigo Marina,2004,180000,70000,Diesel
563,Hyundai,Hyundai Xcent SX,2015,400000,43000,Diesel
564,Hyundai,Hyundai Eon Magna,2013,185000,23000,Petrol
565,Renault,Renault Duster 85,2015,385000,51000,Diesel
566,Maruti,Maruti Suzuki Alto,2009,90000,62000,Petrol
567,Tata,Tata Nano LX,2010,32000,48008,Petrol
568,Renault,Renault Duster 110,2013,435000,39000,Diesel
569,Maruti,Maruti Suzuki Wagon,2010,225000,40000,Petrol
570,Maruti,Maruti Suzuki Swift,2006,189700,48247,Petrol
571,Maruti,Maruti Suzuki Ertiga,2012,389700,39000,Diesel
572,Maruti,Maruti Suzuki Swift,2014,365000,23000,Petrol
573,Maruti,Maruti Suzuki Alto,2017,360000,9400,Petrol
574,Hyundai,Hyundai i20 Magna,2010,210000,50000,Petrol
575,Hyundai,Hyundai i10 Magna,2009,170000,75000,Petrol
576,Tata,Tata Zest XE,2017,380000,70000,Diesel
577,Mahindra,Mahindra Xylo E8,2009,295000,64000,Diesel
578,Toyota,Toyota Corolla Altis,2010,185000,55000,Petrol
579,Tata,Tata Manza Aqua,2014,160000,200000,Diesel
580,Renault,Renault Kwid 1.0,2018,290000,2137,Petrol
581,Tata,Tata Venture EX,2013,100000,30000,Diesel
582,Maruti,Maruti Suzuki Swift,2014,315000,44000,Petrol
583,Skoda,Skoda Octavia Classic,2006,114990,65000,Diesel
584,Maruti,Maruti Suzuki Omni,2012,120000,160000,LPG
585,Chevrolet,Chevrolet Beat Diesel,2011,125000,56000,Diesel
586,Tata,Tata Sumo Gold,2012,210000,75000,Diesel
587,Hyundai,Hyundai Verna 1.6,2018,855000,42000,Diesel
588,Tata,Tata Sumo Gold,2012,210000,75000,Diesel
589,Mahindra,Mahindra Scorpio 2.6,2007,260000,56000,Diesel
590,Maruti,Maruti Suzuki Zen,2002,95000,10544,Petrol
591,Maruti,Maruti Suzuki Swift,2011,255000,64000,Petrol
592,Mahindra,Mahindra Scorpio SLX,2008,300000,70000,Diesel
593,Hyundai,Hyundai Grand i10,2014,340000,25000,Petrol
594,Hyundai,Hyundai Elite i20,2017,550000,15000,Petrol
595,Ford,Ford Ikon 1.6,2003,60000,50000,Petrol
596,Toyota,Toyota Innova 2.5,2011,750000,147000,Diesel
597,Nissan,Nissan Sunny XL,2011,230000,52000,Petrol
598,Chevrolet,Chevrolet Beat LT,2012,130000,90001,Diesel
599,Maruti,Maruti Suzuki Alto,2017,270000,21000,Petrol
600,Maruti,Maruti Suzuki Swift,2012,280000,48006,Diesel
601,Maruti,Maruti Suzuki Swift,2012,280000,48006,Diesel
602,Maruti,Maruti Suzuki Swift,2012,280000,48006,Diesel
603,Toyota,Toyota Innova 2.0,2012,600000,80000,Diesel
604,Maruti,Maruti Suzuki Swift,2010,190000,74000,Diesel
605,Hyundai,Hyundai Elite i20,2015,500000,22000,Petrol
606,Mahindra,Mahindra XUV500 W10,2016,1065000,41000,Diesel
607,Volkswagen,Volkswagen Polo Trendline,2015,350000,25000,Diesel
608,Toyota,Toyota Etios Liva,2012,350000,85000,Diesel
609,Mahindra,Mahindra TUV300 T4,2016,540000,29500,Diesel
610,Hyundai,Hyundai Elite i20,2015,470000,30000,Petrol
611,Hyundai,Hyundai Santro Xing,2014,179000,57000,Petrol
612,Maruti,Maruti Suzuki Zen,2003,48000,60000,Petrol
613,Maruti,Maruti Suzuki Ciaz,2016,650000,50000,Petrol
614,Hyundai,Hyundai Eon Era,2013,190000,39700,Petrol
615,Hyundai,Hyundai Elantra 1.8,2012,500000,65000,Petrol
616,Maruti,Maruti Suzuki Swift,2010,270000,67000,Diesel
617,Maruti,Maruti Suzuki Zen,2008,125000,46000,Petrol
618,Hyundai,Hyundai Eon Era,2012,188000,38000,Petrol
619,Hyundai,Hyundai Grand i10,2016,380000,27000,Petrol
620,Hyundai,Hyundai Verna Fluidic,2011,365000,43000,Diesel
621,Ford,Ford EcoSport Trend,2014,465000,47000,Petrol
622,Hyundai,Hyundai i20 Magna,2011,240000,42000,Petrol
623,Chevrolet,Chevrolet Beat Diesel,2016,179999,19336,Diesel
624,Tata,Tata Indica eV2,2015,140000,60105,Diesel
625,Jaguar,Jaguar XF 2.2,2013,2190000,29000,Diesel
626,Audi,Audi Q5 2.0,2014,2390000,34000,Diesel
627,BMW,BMW 3 Series,2011,1075000,35000,Diesel
628,Maruti,Maruti Suzuki Swift,2015,475000,22000,Petrol
629,BMW,BMW X1 sDrive20d,2012,1025000,41000,Diesel
630,Maruti,Maruti Suzuki S,2016,615000,21000,Diesel
631,Maruti,Maruti Suzuki Ertiga,2013,475000,48000,Diesel
632,Maruti,Maruti Suzuki Alto,2016,270000,38000,Petrol
633,Honda,Honda City SV,2014,475000,34000,Diesel
634,Volkswagen,Volkswagen Vento Comfortline,2011,240000,45933,Petrol
635,Honda,Honda City 1.5,2005,120000,68000,Petrol
636,Audi,Audi A4 2.0,2016,1900000,44000,Diesel
637,Mahindra,Mahindra KUV100,2017,360000,35000,Diesel
638,Tata,Tata Zest XE,2018,450000,102563,Diesel
639,Mahindra,Mahindra XUV500 W8,2015,900000,28600,Diesel
640,Maruti,Maruti Suzuki Swift,2017,650000,41800,Diesel
641,Tata,Tata Sumo Gold,2014,275000,116000,Diesel
642,Maruti,Maruti Suzuki Swift,2009,210000,59000,Petrol
643,Mahindra,Mahindra Scorpio 2.6,2004,175000,58000,Diesel
644,Maruti,Maruti Suzuki Omni,2009,85000,45000,Petrol
645,Mitsubishi,Mitsubishi Pajero Sport,2015,1490000,42590,Diesel
646,Renault,Renault Duster,2014,800000,7400,Diesel
647,Volkswagen,Volkswagen Jetta Comfortline,2009,450000,54500,Diesel
648,Maruti,Maruti Suzuki Ertiga,2012,1000000,200000,Diesel
649,Audi,Audi A4 2.0,2013,1510000,27000,Diesel
650,Volvo,Volvo S80 Summum,2015,1850000,42000,Diesel
651,Toyota,Toyota Corolla Altis,2014,790000,29000,Petrol
652,Mitsubishi,Mitsubishi Pajero Sport,2015,1725000,37000,Diesel
653,Chevrolet,Chevrolet Beat LT,2012,135000,36000,Petrol
654,BMW,BMW X1,2011,1000000,34000,Diesel
655,Datsun,Datsun Redi GO,2018,299999,7000,Petrol
656,Mercedes,Mercedes Benz C,2009,1225000,76000,Diesel
657,Mahindra,Mahindra Scorpio SLX,2004,175000,60000,Diesel
658,Volkswagen,Volkswagen Vento Comfortline,2011,200000,95000,Diesel
659,Tata,Tata Indigo CS,2017,270000,50000,Diesel
660,Ford,Ford Figo Petrol,2019,525000,0,Petrol
661,Honda,Honda City ZX,2006,180000,50000,Petrol
662,Maruti,Maruti Suzuki Wagon,2008,140000,68000,Petrol
663,Ford,Ford EcoSport Trend,2014,400000,16000,Petrol
664,Maruti,Maruti Suzuki Swift,2016,499000,51000,Diesel
665,Maruti,Maruti Suzuki Omni,2009,85000,56000,Petrol
666,Maruti,Maruti Suzuki Zen,2004,70000,100000,Petrol
667,Renault,Renault Duster RxL,2015,550000,36000,Petrol
668,Maruti,Maruti Suzuki Swift,2014,370000,11523,Petrol
669,Maruti,Maruti Suzuki Baleno,2018,690000,1000,Petrol
670,Honda,Honda WR V,2009,250000,60000,Petrol
671,Tata,Tata Indigo CS,2016,110000,85000,Diesel
672,Renault,Renault Duster 110,2013,490000,38600,Diesel
673,Mahindra,Mahindra Scorpio LX,2009,320000,95500,Diesel
674,Maruti,Maruti Suzuki Zen,2004,68000,56000,Petrol
675,Maruti,Maruti Suzuki Wagon,2014,130000,37458,Petrol
676,Maruti,Maruti Suzuki SX4,2016,970000,85960,Diesel
677,Audi,Audi A3 Cabriolet,2015,3100000,12516,Petrol
678,Hyundai,Hyundai Eon D,2018,280000,35000,Petrol
679,Maruti,Maruti Suzuki Zen,2009,125000,0,Petrol
680,Mahindra,Mahindra Scorpio SLX,2008,285000,80000,Diesel
681,Hyundai,Hyundai Santro AE,2011,165000,45000,Petrol
682,Maruti,Maruti Suzuki Swift,2009,250000,51000,Diesel
683,Mahindra,Mahindra Scorpio S4,2015,865000,30000,Diesel
684,Mahindra,Mahindra Xylo D2,2011,390000,48000,Diesel
685,Hyundai,Hyundai Santro,2003,60000,51000,Petrol
686,Chevrolet,Chevrolet Beat LT,2015,215000,90000,Diesel
687,Maruti,Maruti Suzuki Swift,2015,475000,43000,Diesel
688,Mahindra,Mahindra XUV500 W8,2015,899000,53000,Diesel
689,Toyota,Toyota Fortuner 3.0,2013,1499000,97000,Diesel
690,Maruti,Maruti Suzuki Alto,2013,240000,20000,Petrol
691,Hyundai,Hyundai Getz GLE,2007,99000,55000,Petrol
692,Maruti,Maruti Suzuki Swift,2014,260000,120000,Diesel
693,Hyundai,Hyundai Creta 1.6,2019,1200000,0,Petrol
694,Hyundai,Hyundai Santro Xing,2007,115000,46000,Petrol
695,Hyundai,Hyundai Santro Xing,2009,88000,43200,Petrol
696,Mahindra,Mahindra Xylo D2,2011,390000,56000,Diesel
697,Hyundai,Hyundai Santro Xing,2007,135000,42000,Petrol
698,Tata,Tata Indica V2,2009,90000,30600,Diesel
699,Hyundai,Hyundai i10 Sportz,2011,220000,38000,Petrol
700,Hyundai,Hyundai Grand i10,2017,424999,2550,Petrol
701,Hyundai,Hyundai Santro Xing,2007,135000,47000,Petrol
702,Honda,Honda City 1.5,2005,95000,41000,Petrol
703,Nissan,Nissan Micra XL,2017,430000,62500,Diesel
704,Honda,Honda City 1.5,2005,115000,68000,Petrol
705,Maruti,Maruti Suzuki Alto,2015,215000,50000,Petrol
706,Maruti,Maruti Suzuki Wagon,2004,53000,69000,Petrol
707,Maruti,Maruti Suzuki Ertiga,2012,500000,48000,Diesel
708,Tata,Tata Indica eV2,2012,85000,55000,Diesel
709,Maruti,Maruti Suzuki Omni,2013,165000,25000,Petrol
710,Hyundai,Hyundai Eon Era,2014,200000,28400,Petrol
711,Hyundai,Hyundai Eon,2014,200000,28000,Petrol
712,Maruti,Maruti Suzuki Swift,2015,425000,42000,Diesel
713,Hyundai,Hyundai Verna 1.6,2012,600000,29000,Diesel
714,Chevrolet,Chevrolet Tavera LS,2005,130000,68485,Diesel
715,Tata,Tata Tiago Revotron,2018,430000,3500,Petrol
716,Tata,Tata Tiago Revotorq,2019,568500,0,Petrol
717,Maruti,Maruti Suzuki Zen,2006,71000,32000,Petrol
718,Mahindra,Mahindra KUV100 K8,2018,560000,8000,Diesel
719,Ford,Ford EcoSport Titanium,2014,590000,34000,Diesel
720,Hindustan,Hindustan Motors Ambassador,1995,750000,37000,Petrol
721,Ford,Ford Fusion 1.4,2007,125000,85455,Diesel
722,Hyundai,Hyundai Santro Xing,2007,135000,46000,Petrol
723,Hyundai,Hyundai Santro,2002,60000,47000,Petrol
724,Fiat,Fiat Linea Emotion,2009,120000,64000,Petrol
725,Ford,Ford Ikon 1.3,2008,95000,46000,Petrol
726,Maruti,Maruti Suzuki Omni,2017,240000,8000,Petrol
727,Tata,Tata Indica V2,2012,115000,64000,Diesel
728,Mahindra,Mahindra Scorpio S4,2015,795000,63000,Diesel
729,Hyundai,Hyundai Santro Xing,2007,55000,65000,Petrol
730,Mahindra,Mahindra Xylo D2,2009,300000,62000,Diesel
731,Hyundai,Hyundai Grand i10,2014,320000,41000,Petrol
732,Maruti,Maruti Suzuki Alto,2015,265000,14000,Petrol
733,Toyota,Toyota Corolla,2006,160000,40000,Petrol
734,Hyundai,Hyundai Eon Magna,2017,300000,1600,Petrol
735,Tata,Tata Sumo Grande,2010,130000,90000,Diesel
736,Maruti,Maruti Suzuki Swift,2011,250000,58000,Diesel
737,Volkswagen,Volkswagen Polo Highline1.2L,2013,380000,27000,Petrol
738,Maruti,Maruti Suzuki Alto,2003,42000,60000,Petrol
739,Tata,Tata Tiago Revotron,2017,400000,31000,Petrol
740,Maruti,Maruti Suzuki Swift,2009,120000,90000,Diesel
741,Maruti,Maruti Suzuki Swift,2009,120000,90000,Diesel
742,Tata,Tata Indigo eCS,2016,130000,150000,Diesel
743,Chevrolet,Chevrolet Beat LS,2014,189000,31000,Diesel
744,Mahindra,Mahindra Xylo E8,2011,365000,43000,Diesel
745,Hyundai,Hyundai Eon D,2013,170000,20000,Petrol
746,Tata,Tata Sumo Gold,2013,215000,100000,Petrol
747,Tata,Tata Nano,2013,60000,7000,Petrol
748,Hyundai,Hyundai Elite i20,2017,599999,31000,Petrol
749,Hyundai,Hyundai i10 Magna,2009,400000,33000,Petrol
750,Hyundai,Hyundai Creta,2016,900000,60000,Diesel
751,Volkswagen,Volkswagen Polo,2013,299999,48000,Diesel
752,Maruti,Maruti Suzuki Dzire,2014,374999,33000,Petrol
753,Tata,Tata Bolt XM,2015,600000,15000,Petrol
754,Maruti,Maruti Suzuki Alto,2005,70000,47000,Petrol
755,Maruti,Maruti Suzuki Alto,2005,100000,40000,Petrol
756,Maruti,Maruti Suzuki Ritz,2010,150000,38000,Diesel
757,Maruti,Maruti Suzuki Alto,2017,225000,12500,Petrol
758,Maruti,Maruti Suzuki Dzire,2009,210000,42000,Petrol
759,Hyundai,Hyundai i20 Asta,2014,425000,31000,Petrol
760,Maruti,Maruti Suzuki Swift,2008,162000,60000,Diesel
761,Tata,Tata Indica V2,2005,60000,80000,Diesel
762,Mahindra,Mahindra Scorpio VLX,2014,650000,77000,Diesel
763,Toyota,Toyota Innova 2.5,2012,750000,75000,Diesel
764,Mahindra,Mahindra Xylo E8,2010,375000,40000,Diesel
765,Hyundai,Hyundai i20 Magna,2011,230000,47000,Petrol
766,Maruti,Maruti Suzuki Omni,2000,35999,60000,Petrol
767,Mahindra,Mahindra KUV100,2016,380000,26500,Petrol
768,Mahindra,Mahindra KUV100 K8,2019,560000,2875,Petrol
769,Datsun,Datsun Go Plus,2016,285000,13900,Petrol
770,Ford,Ford Endeavor 4x4,2019,2900000,9000,Diesel
771,Tata,Tata Indica V2,2005,39999,80000,Diesel
772,Hyundai,Hyundai Santro Xing,2006,85000,60000,Petrol
773,Maruti,Maruti Suzuki Wagon,2016,395000,20000,Petrol
774,Maruti,Maruti Suzuki Swift,2008,175000,58000,Diesel
775,Maruti,Maruti Suzuki Alto,2019,400000,1500,Petrol
776,Toyota,Toyota Innova 2.5,2011,750000,75000,Diesel
777,Maruti,Maruti Suzuki Alto,2016,250000,2450,Petrol
778,Maruti,Maruti Suzuki Alto,2019,425000,1625,Petrol
779,Volkswagen,Volkswagen Polo Highline1.2L,2017,525000,45000,Petrol
780,Mahindra,Mahindra Logan,2009,130000,65000,Diesel
781,Maruti,Maruti Suzuki 800,2000,30000,33400,Petrol
782,Mahindra,Mahindra Scorpio,2011,475000,60123,Diesel
783,Chevrolet,Chevrolet Sail 1.2,2013,300000,28000,Petrol
784,Hyundai,Hyundai Santro AE,2003,60000,70000,Petrol
785,Maruti,Maruti Suzuki Wagon,2006,100000,7000,Petrol
786,Hyundai,Hyundai Eon,2018,260000,25000,Petrol
787,Tata,Tata Manza,2015,100000,100000,Diesel
788,Toyota,Toyota Etios G,2013,265000,42000,Petrol
789,Hyundai,Hyundai Getz Prime,2009,115000,20000,Petrol
790,Toyota,Toyota Qualis,2003,180000,100000,Diesel
791,Hyundai,Hyundai Santro Xing,2004,45000,137495,Petrol
792,Tata,Tata Indica eV2,2016,50500,91200,Diesel
793,Honda,Honda City 1.5,2009,270000,55000,Petrol
794,Tata,Tata Zest XE,2017,290000,120000,Diesel
795,Mahindra,Mahindra Quanto C4,2013,325000,63000,Diesel
796,Tata,Tata Indigo eCS,2016,160000,104000,Diesel
797,Maruti,Maruti Suzuki Swift,2016,350000,146000,Diesel
798,Hyundai,Hyundai Elite i20,2011,290000,40000,Petrol
799,Hyundai,Hyundai i20 Select,2011,290000,40000,Petrol
800,Chevrolet,Chevrolet Tavera Neo,2007,465000,100800,Diesel
801,Maruti,Maruti Suzuki Dzire,2016,325000,150000,Diesel
802,Hyundai,Hyundai Elite i20,2018,510000,2100,Petrol
803,Honda,Honda City VX,2016,860000,95000,Petrol
804,Maruti,Maruti Suzuki Dzire,2016,450000,2500,Diesel
805,Hyundai,Hyundai Getz,2006,125000,80000,Petrol
806,Mercedes,Mercedes Benz C,2006,500001,15000,Petrol
807,Maruti,Maruti Suzuki Alto,2005,95000,65000,Petrol
808,Maruti,Maruti Suzuki Swift,2009,250000,51000,Diesel
809,Skoda,Skoda Fabia,2009,110000,45000,Petrol
810,Maruti,Maruti Suzuki Ritz,2011,270000,50000,Petrol
811,Tata,Tata Indica V2,2009,110000,30000,Diesel
812,Toyota,Toyota Corolla Altis,2009,300000,132000,Petrol
813,Tata,Tata Zest XM,2018,260000,27000,Diesel
814,Mahindra,Mahindra Quanto C8,2013,390000,40000,Diesel
